Sitename	VGE	VGN	extant43_01	LandCover	TWIx1000	ThorPot07	ThorInvPot07	RoadDensity5K	AnnualRain	AnnualEvap	NetRainfall	NetRainfallStdev	MaxTempWarmestP	TempRange	Rad_Diffuse	Rad_Direct	PrecipSeasonality	Rad_Duration	MinTempColdestP	PrecipWarmestQ	PrecipColdestQ	NativeTreeProb	TreeProb1Ha_RegionMean	TreeProb10ha_RegionMean	TreeProb1Ha_RegionStdDev	TreeProb10ha_RegionStdDev	NativeGrassProb	GrassProb1Ha_RegionMean	GrassProb1Ha_RegionStdDev	GrassProb10ha_RegionMean	GrassProb10ha_RegionStdDev	B1_98_05	B2_98_05	B3_98_05	B4_98_05	B5_98_05	B7_98_05	Ndvi_89_05	Ndwi_89_05_Mean	Ndwi_89_05_StdError	B3_98_05_10ha_Mean	B4_98_05_10ha_Mean	B5_98_05_10ha_Mean	B6_98_05_10ha_Mean	Nvdi_98_05_10haMean	B3_98_05_10ha_StdDev	B4_98_05_10ha_StdDev	B5_98_05_10ha_StdDev	B6_98_05_10ha_StdDev	RiseX	RiseY	Height_100	Slope	Aspect	SalineLogDist	DistToRoad	FreshWaterLogDist	Flood	DistEdge	CurVegSat_PC1	CurVegSat_PC2	CurVegSat_PC3	CurVegSat_PC4	ClimTopo_PC1	ClimTopo_PC2	ClimTopo_PC3	ClimTopo_PC4
8.1.1 WCMA	2251239.292	2481002.485	1	4	9211	490	526	31	631	1370	-739	85	278	247	336929	1031438	34	4277	31	93	222	1	3	4	2.158041477	7.980663776	69	67	7.552987576	62	13.02716064	39	27	29	51	95	41	0.282847881	-0.309448153	0.038603671	29	52	94	41	0.286708564	2	2	9	4	-0.422283798	1.693654299	217	1	346	15.06595993	0	52	1	805	-0.676372468	-2.669346809	4.674708366	-0.389079809	-0.874605596	0.73547852	0.158824623	-1.197446585
8.3.1 GHCMA	2253828.639	2429475.04	1	4	8766	478	497	85	664	1297	-633	77	262	226	337812	1038779	26	4307	36	108	210	100	100	99	0	5.427908421	53	33	13.44424152	21	15.26353168	46	32	37	61	112	51	0.252144605	-0.281109571	0.101073496	43	67	123	54	0.223521903	4	6	14	4	1.496189237	0.89900291	234	1	59	12.89747047	0	33	1	25	2.193654776	-1.644545317	1.111876249	0.773994625	-0.123020381	0.970768511	0.710615277	0.604070008
8.1.1 GHCMA	2254016.391	2427731.121	1	4	9506	444	496	87	662	1297	-635	77	261	225	337642	1027049	26	4306	36	108	209	100	100	100	0	0	44	34	8.898902893	28	11.7797823	45	32	37	65	115	47	0.289919466	-0.272005677	0.129016683	41	66	125	51	0.239848018	2	2	5	3	0.97607702	-1.447087407	227	1	146	12.96541977	0	49	1	25	1.798423648	0.003930208	1.99626708	1.463451385	-0.32676059	0.786851168	0.985904813	0.001194168
7.4.1 GHCMA	2255267.315	2404997.429	0	1	9355	436	477	108	701	1282	-581	77	252	213	336497	1024538	27	4333	39	111	226	100	92	97	26.371521	15.22531605	12	13	6.74042511	10	4.891429901	45	34	39	72	119	48	0.3332977	-0.201565668	0.207868338	41	73	119	49	0.281015337	4	5	11	5	0.333062202	-1.713434577	199	1	169	12.4797802	330	37	2	0	1.48196125	-0.392501712	-1.574656487	1.025057673	-0.066198543	0.797742665	1.315853357	-0.122117601
10.1.1 WCMA	2251043.689	2530684.52	1	4	9142	385	379	205	422	1483	-1061	83	298	269	333551	1026774	26	4346	29	74	136	93	81	75	23.11565208	34.81755066	61	51	14.90397835	31	22.56603813	48	31	36	62	105	48	0.279327512	-0.246264949	0.056449044	44	64	115	53	0.202456534	11	6	18	10	-1.66007638	0.539383888	128	1	288	13.39002991	660	28	1	50	2.602496386	-5.675183773	0.063831367	-0.767353833	-1.922102571	0.107918046	-0.734219372	-0.94953239
9.4.1 GHCMA	2258719.912	2416012.174	0	1	8559	384	502	62	665	1289	-624	76	257	219	336276	1015643	26	4269	38	107	211	100	100	100	0	0.247189164	37	48	14.15593433	44	16.08381653	44	31	34	53	93	46	0.243017599	-0.263137877	0.090673029	41	63	120	54	0.213466406	4	6	14	5	2.788898468	-2.101577759	211	2	127	11.57223034	0	7	1	0	1.880735755	-2.238916397	1.903147221	0.765251875	0.027825331	0.408432305	1.297406673	0.440298676
10.3.2 WCMA	2254175.89	2532710.787	1	5	9393	523	374	69	420	1487	-1067	83	297	269	333200	1022277	26	4328	28	75	133	100	100	100	0	0.415349901	49	54	9.529652596	60	15.19973373	56	39	48	66	146	66	0.187173933	-0.349364847	0.088724077	43	64	132	60	0.196762785	3	2	11	5	1.745505214	2.21E-06	128	1	90	13.32347965	42.42641068	0	2	150	3.784138918	-1.432107449	2.868784189	0.903880596	-1.857194424	0.109506421	-1.23443079	0.092970721
10.3.1 WCMA	2254819.205	2533434.457	1	4	9466	490	346	56	420	1486	-1066	83	297	269	333491	1030984	25	4334	28	75	133	100	100	97	0	10.36215687	46	60	11.12932587	64	14.91544533	60	41	49	68	145	69	0.182447672	-0.340715885	0.057614252	44	64	133	62	0.187789783	4	3	10	5	0.45176968	1.6860286	130	1	15	13.37001038	442.9447021	0	2	212	4.118776321	-1.903793097	2.730385065	0.517315567	-1.873212099	0.266677618	-1.297372103	0.533206582
7.1.1 GHCMA	2261297.909	2408737.247	1	4	9193	395	496	60	686	1273	-587	76	253	215	337859	1035089	27	4333	38	110	219	100	86	96	30.36053276	17.06368637	21	41	19.50018311	39	16.46921349	40	28	31	47	83	39	0.233009309	-0.270133823	0.102863923	37	62	113	48	0.244814634	5	8	17	6	-1.735943913	0.182448179	221	1	276	12.32390022	0	43	1	35	1.22356081	-4.168077946	0.596971512	0.110797778	-0.026079798	1.041823149	1.324718475	-0.78659153
6.2.1 WCMA	2259040.09	2492944.055	1	4	8396	392	589	23	627	1384	-757	87	282	252	336549	1037315	35	4275	30	92	225	100	91	96	17.15198135	14.43174934	37	30	15.89489269	17	14.16775894	48	34	41	62	120	55	0.185673118	-0.347686112	0.05797901	50	69	143	64	0.163518354	7	5	19	8	0.48112607	1.67788744	218	1	16	14.55669022	0	41	1	25	3.284126043	-2.878080845	-0.178929701	-0.937260807	-1.035859704	0.567792416	0.481603414	1.151490331
9.3.1 GHCMA	2262437.886	2414874.955	0	4	8975	397	496	36	680	1272	-592	76	255	218	338630	1036951	26	4338	37	110	215	100	73	84	39.52106094	30.24834251	29	37	16.02022552	47	14.70160484	41	28	30	48	86	43	0.235537186	-0.286670178	0.107520185	39	60	114	52	0.217455149	6	7	19	7	-1.745505214	-6.64E-06	238	1	270	12.39418983	0	31	1	0	1.400323629	-4.864939213	0.345556796	-0.363913029	-0.038996939	1.030542731	1.294675708	-0.720561922
7.2.1 WCMA	2259122.312	2498249.646	1	3	8937	283	559	16	586	1406	-820	86	285	255	335811	1023715	34	4288	30	88	207	0	17	23	34.67076492	36.11145782	9	27	20.0132103	29	22.73490906	36	24	24	58	70	28	0.401182473	-0.110556304	0.052868679	27	58	82	34	0.372993231	7	4	24	12	0	0	189	0	270	14.22014999	189.7366943	0	2	160	-1.351576805	-6.016022682	-0.75127095	-1.830656171	-1.504805088	0.291253924	0.857717752	-0.27844578
6.1.2 WCMA	2259504.042	2490528.208	1	4	8299	573	483	14	645	1378	-733	87	281	251	335003	1031701	35	4179	29	94	232	16	68	90	35.80349731	24.76639557	24	42	17.56294823	24	19.17470932	38	27	29	61	82	34	0.345403641	-0.175397769	0.082248442	46	67	135	59	0.188039839	7	4	22	10	-3.832875729	3.574180603	213	3	313	14.68146038	84.85281372	38	1	55	1.218095303	-4.911511898	-0.415627182	-0.928810775	-0.368637681	0.489420384	-0.720372498	-1.268665195
9.1.1 GHCMA	2262705.784	2419786.445	1	1	8722	331	534	55	663	1280	-617	76	257	221	335646	1027769	26	4241	36	108	209	100	98	88	5.339877129	26.66252327	66	55	21.50924492	39	21.03730965	46	33	38	60	116	54	0.256531298	-0.301261663	0.05813197	41	67	120	50	0.244503215	7	6	20	9	-0.182463571	1.735942245	228	1	354	13.05764961	30	0	1	25	2.933167458	-5.131369114	1.197519541	0.295606613	-0.095467553	0.704678357	1.567522883	-0.777416408
8.2.1 GHCMA	2262264.706	2430534.989	1	4	9133	328	550	72	639	1302	-663	77	263	227	335793	1018006	26	4215	36	105	202	100	100	100	0	0	65	57	13.69045544	45	19.4034462	50	35	41	59	117	51	0.208212644	-0.314574778	0.070055723	43	65	135	57	0.192892164	3	5	9	4	0	0	212	0	180	9.878050804	0	28	1	25	2.977914095	-2.118148804	3.067756176	1.090291619	-0.634737074	0.48303318	1.994173408	0.351060271
18.3.1 WCMA	2257735.939	2562156.179	1	4	8963	352	451	21	397	1496	-1099	82	301	272	333740	1019294	24	4353	29	71	123	45	46	58	23.15671158	31.88492775	72	61	11.0610857	53	19.33986282	45	30	32	49	100	48	0.20842129	-0.348101586	0.024522364	35	52	100	47	0.205010235	7	5	10	6	1.234260917	-1.234256268	134	1	135	14.7683897	90	50	1	125	1.27758038	-4.891633034	2.944589376	-1.037507176	-2.18174696	-0.096249931	-0.244664714	0.270092487
9.2.1 GHCMA	2264551.216	2422522.206	1	4	9166	341	509	98	667	1272	-606	75	257	222	338921	1040320	26	4343	35	110	210	100	100	94	0.679635763	17.63258362	53	53	4.760452271	47	15.96737003	46	32	37	64	111	49	0.296516061	-0.245588496	0.139213473	39	62	114	51	0.223230049	4	4	16	7	0	0	256	0	90	13.14943027	0	44	1	125	2.104326963	-2.533727646	1.460172653	1.318735361	-0.291797817	1.063567996	1.528535008	0.561650872
9.2.2 GHCMA	2264714.897	2422510.103	1	4	9210	365	504	96	672	1272	-600	76	257	222	339204	1043922	26	4351	35	110	211	100	86	95	28.89686012	16.27305794	66	57	13.06376266	55	10.79846764	43	30	34	57	106	45	0.282158405	-0.283547789	0.108653747	38	63	118	51	0.248924971	3	3	11	5	-1.686030269	0.451763481	258	1	285	13.15892982	0	42	1	176	1.854898095	-3.379238605	2.564854383	1.236596584	-0.201540932	1.138067245	1.348290801	-0.728529811
10.4.1 WCMA	2260153.824	2531014.608	0	4	8691	496	390	38	416	1486	-1070	83	296	268	331995	1018810	26	4246	28	74	133	100	79	86	34.10173798	26.47516632	61	64	11.91837311	58	21.97803307	55	36	43	59	123	59	0.154288411	-0.331101686	0.026764078	41	59	115	52	0.186895415	8	6	14	7	1.098481297	1.356512904	127	1	39	12.79238033	152.9705963	3	2	0	3.377702951	-5.188706398	1.841015697	-0.64846462	-1.619970202	-0.075193956	-1.152138114	0.554689169
9.7.2 GHCMA	2264942.683	2419725.825	1	4	8278	309	518	68	673	1269	-596	75	256	220	338573	1020798	26	4310	35	110	211	100	100	99	0	3.425901413	66	58	6.208673	53	9.77918911	48	35	40	62	130	56	0.243466333	-0.329949588	0.126165599	38	65	121	51	0.25766173	3	2	10	5	-4.492209911	-2.699213982	252	3	239	13.32417965	657.951416	8	1	79	2.59892869	-1.40525341	2.815369606	1.617090225	0.121551305	0.494741917	1.687200069	-0.506047726
10.2.1 WCMA	2260640.711	2528427.502	1	1	9074	417	428	40	429	1480	-1051	83	296	267	332876	1014732	26	4308	29	76	137	100	93	80	15.9142046	35.15235519	50	33	14.255826	21	16.6233654	51	35	43	58	115	50	0.168328822	-0.313276768	0.055363901	44	62	110	49	0.183744982	10	8	24	11	0	0	128	0	198	12.17212009	30	0	2	0	2.880617857	-4.925150871	-0.985954881	-1.48910749	-1.926756978	-0.014042232	-0.460287958	-0.322839767
10.5.2 WCMA	2261251.647	2534218.714	0	4	9607	477	380	35	415	1486	-1070	83	297	268	333572	1024631	25	4337	28	75	131	100	100	100	0	0	61	49	16.36124992	29	23.17845917	53	36	45	57	124	56	0.147187904	-0.354523659	0.046783932	52	66	129	59	0.118945278	7	7	7	5	0	0	132	0	45	13.34457016	0	0	2	0	3.713643074	-2.454540491	2.195417404	-0.076820351	-2.017140388	0.19636409	-0.945277512	0.329005241
6.1.1 WCMA	2263356.661	2491839.348	1	4	8673	480	543	23	646	1384	-738	88	282	251	335427	1033605	36	4235	30	94	233	19	33	47	24.41613388	40.63564301	69	58	9.415286064	56	12.2837534	44	30	34	58	110	48	0.255842566	-0.330278546	0.036681138	34	59	108	45	0.27501446	6	3	19	8	-2.469280481	2.469258785	207	2	315	14.56616974	0	38	1	100	1.076375723	-5.057248116	1.930443645	-1.050557494	-0.823019385	0.55650425	0.027507603	-0.973063171
6.3.2 WCMA	2263462.437	2490704.707	1	4	8268	471	549	20	659	1380	-721	88	281	251	335717	1036768	36	4220	30	95	237	86	78	74	18.20884132	25.76191902	57	47	8.816380501	40	17.44329071	46	33	38	63	122	55	0.241179869	-0.339292288	0.053637926	37	64	111	50	0.267754138	6	3	10	7	1.58536756	3.111461878	215	2	27	14.63043976	0	34	1	55	2.200351954	-3.226302624	1.554323673	-0.155704334	-0.690232158	0.544908106	-0.077225864	1.020390749
9.7.1 GHCMA	2266486.567	2419458.737	1	4	8135	374	516	53	667	1269	-602	75	256	220	336844	982186	26	4248	35	109	210	100	100	99	0.218217894	6.266097069	54	55	10.81269073	49	12.54272842	48	35	43	64	133	55	0.239345044	-0.330805629	0.100709893	41	66	124	52	0.237571284	4	3	15	7	-2.505931854	-6.528233051	255	4	201	13.45699978	960	0	1	55	2.946423054	-2.236545563	1.988192797	1.011735439	0.343883872	-0.22032924	1.577210188	-0.407144248
6.3.1 WCMA	2263538.054	2490572.758	1	4	8348	434	550	20	660	1379	-719	88	281	251	336221	1027779	36	4243	29	95	238	99	86	76	12.66547585	24.91762924	68	56	11.51210499	45	13.76615334	46	32	37	62	128	55	0.241160944	-0.364567965	0.067148805	36	64	110	48	0.28541556	3	2	11	6	1.541188955	0.819466412	223	1	62	14.63844013	30	29	1	103	2.219167471	-3.00349474	2.527818918	0.715738177	-0.797481358	0.418056369	0.179381147	0.768428087
8.5.1 GHCMA	2266363.242	2425195.456	1	4	8728	361	501	95	660	1276	-616	76	258	223	338445	1037685	26	4272	35	109	208	100	90	89	21.27182388	24.26846886	65	50	16.22622871	42	18.47974777	46	32	38	63	117	49	0.291351795	-0.270374596	0.106840722	36	62	104	45	0.268554121	4	6	19	8	-1.555259824	0.792436421	254	1	297	12.89822006	127.2791977	3	1	25	2.12782526	-4.627036572	1.179714799	0.93147701	-0.035791207	0.90941602	1.320224881	-0.704910159
10.5.1 WCMA	2262065.657	2534786.363	1	4	9657	437	370	33	415	1485	-1070	82	297	268	333562	1023465	25	4325	28	75	131	100	100	100	0	0	72	53	26.39408302	47	27.45034409	52	36	43	56	122	59	0.147109061	-0.364722282	0.031777762	47	60	124	58	0.126984477	5	5	5	4	0	0	132	0	297	13.44126034	0	4	2	0	3.758456707	-3.393920898	4.004411697	0.463501751	-1.953779221	0.187238201	-0.963015735	-1.163600087
9.5.1 GHCMA	2267668.151	2415070.067	1	4	9181	423	502	34	678	1258	-580	75	253	218	339484	1045689	26	4346	36	111	213	100	100	100	0.300792605	0.256135881	63	61	4.392092228	49	14.71538734	45	32	37	65	117	47	0.308061659	-0.245644554	0.150704101	40	67	125	51	0.250617445	3	3	10	4	0	0	261	0	0	13.34914017	0	35	1	25	2.150279522	-1.419324994	2.551285028	2.219747782	-0.052788522	1.263647318	1.259955764	0.869948745
7.1.1 WCMA	2263902.946	2507609.34	1	4	8808	364	501	21	563	1411	-848	85	287	258	335975	1048112	33	4262	29	86	195	16	19	34	18.2836113	39.1372261	57	58	8.193202972	43	21.16419601	42	29	33	60	99	45	0.285284847	-0.282543838	0.050543182	33	60	100	46	0.29744643	7	4	18	10	-0.456787378	5.220828533	203	3	355	13.07798004	42.42641068	9	1	90	0.638164043	-5.243349552	1.27417171	-1.169414401	-1.182759285	0.655259669	-0.024734724	-0.797650754
7.1.2 WCMA	2263975.996	2507538.338	1	1	8970	395	523	21	567	1409	-842	86	286	258	336244	1032992	33	4261	29	88	198	52	27	36	33.36450958	40.61196136	65	57	12.30814648	39	19.05330658	49	34	40	61	125	61	0.202656135	-0.357042938	0.039978035	33	61	98	45	0.300667405	7	4	18	9	1.025981426	1.412143946	205	1	36	13.08646965	30	7	1	79	1.848471403	-5.53159523	1.241455436	-1.349307775	-1.433757305	0.408690989	0.37366432	1.058190823
7.1.3 WCMA	2264172.604	2507861.898	1	4	8533	332	576	22	555	1414	-858	85	287	258	336049	1033685	32	4259	29	86	193	100	89	67	21.27988052	38.92531204	40	49	10.5953722	40	20.05118179	51	35	42	64	130	60	0.200672448	-0.36238271	0.063862413	37	63	109	50	0.262968987	5	3	18	9	-0.212731987	1.732493401	204	1	353	13.0244503	180	8	1	70	2.775146961	-4.14674139	0.777317584	-0.417203128	-1.318637371	0.413111806	0.41767323	-0.813352168
7.1.4 WCMA	2264362.103	2507544.549	1	4	9055	390	550	21	567	1408	-841	86	286	257	335910	1028114	33	4234	29	88	197	99	89	72	17.8693676	36.10415268	68	62	6.103082657	49	18.5719471	47	33	39	59	128	59	0.212575182	-0.378102809	0.055021036	37	61	115	53	0.246223733	5	3	19	9	1.001179934	1.429834604	205	1	35	13.07079029	30	3	1	90	2.760198116	-4.48088932	1.765855312	-0.112880111	-1.368469715	0.364005804	0.277616978	0.990177989
7.2.2 GHCMA	2269338.673	2404852.883	0	1	9171	427	503	52	693	1250	-557	75	249	212	338740	1034584	26	4313	37	111	220	99	66	85	44.86758423	33.17359543	54	44	19.51239014	30	20.46969986	41	29	31	56	91	40	0.302907556	-0.221101955	0.119558439	38	67	111	46	0.275705248	8	9	23	9	-1.745505214	-6.64E-06	248	1	270	13.76673985	0	16	1	0	1.573527455	-6.471528053	-0.630700052	0.094087355	0.171286985	1.09912312	1.434575319	-0.774725854
8.6.1 GHCMA	2268494.539	2430144.454	1	3	8050	395	432	48	651	1282	-631	76	260	226	332435	1011717	26	3958	34	107	206	0	21	38	37.32680511	45.79598618	9	18	13.46282387	17	12.68259525	35	24	23	60	62	23	0.48031193	0.022938324	0.07898178	28	67	84	34	0.410130978	8	5	26	12	3.237793922	1.308157444	244	2	68	12.55074978	0	0	1	55	-1.866903305	-5.255326748	-2.566141605	-1.664102793	0.504095674	-0.052801177	0.511944413	0.939289629
8.6.2 GHCMA	2268630.209	2430179.215	1	4	8183	455	547	46	650	1280	-630	76	260	226	336092	1020659	26	4089	34	107	205	100	46	31	47.49034882	44.00479507	28	20	10.90238094	20	11.52671051	44	31	35	66	101	42	0.324755937	-0.182956696	0.204789743	28	64	83	34	0.396365821	7	4	25	12	-1.745505214	-6.64E-06	252	1	270	12.57365036	0	1	2	35	0.33909598	-5.0242486	-2.275214434	-0.191147193	0.244075507	0.401937276	1.022533536	-0.621508837
7.2.1 GHCMA	2269785.108	2404286.153	1	1	8971	382	483	51	696	1248	-552	75	249	211	339006	1043714	26	4355	37	111	221	99	99	100	1.395571232	1.290643573	62	40	19.68985748	24	18.98083878	45	31	35	58	103	47	0.242794305	-0.278803557	0.098633714	44	70	129	55	0.231068388	5	7	16	4	0	0	250	0	342	13.83584976	0	39	1	25	2.369562626	-2.768563509	1.42858994	1.000123858	0.172903404	1.256813407	1.427782655	-1.080818534
18.1.2 WCMA	2265599.953	2557846.716	1	4	8983	374	451	25	392	1491	-1099	82	300	271	332652	1019901	24	4271	29	71	123	100	100	99	0.40237391	2.658748627	63	44	17.01274109	23	19.42824936	50	33	39	51	106	49	0.159215137	-0.330778033	0.043335259	49	61	118	58	0.115467034	8	6	13	8	1.669234395	0.510338008	132	1	73	15.02289009	30	32	1	50	3.028066874	-3.151450157	1.661701679	-0.656508267	-2.088814259	-0.144159004	-0.308983028	0.760946751
8.4.1 GHCMA	2271711.883	2424409.459	0	1	8888	444	499	55	669	1257	-588	75	256	222	339403	1031974	26	4262	34	110	209	96	94	88	11.50486469	26.41737175	46	50	9.163072586	42	14.58255005	41	30	35	64	98	39	0.31973353	-0.189332545	0.089669496	36	64	107	46	0.276499301	4	4	17	8	1.745505214	2.21E-06	282	1	90	13.3424902	0	26	1	0	1.33867538	-3.324554443	0.856953502	0.78477931	0.136836991	0.928809106	1.008347511	0.447946429
18.2.1 WCMA	2266213.987	2570972.34	1	4	8899	406	433	21	374	1502	-1128	82	302	272	332650	1028399	24	4332	30	70	116	15	35	62	25.97782898	33.87202454	26	30	19.37388992	42	22.12632751	44	30	31	55	89	40	0.291321069	-0.222803324	0.067516871	37	58	103	48	0.222591862	5	4	14	8	-1.234264016	1.234253168	114	1	315	15.07882023	0	1	2	134	0.563964367	-4.594385624	1.120752811	-1.162143588	-2.110958815	0.075585656	-0.595454574	-0.959409535
18.1.1 WCMA	2267680.562	2557880.748	1	4	8778	382	420	23	392	1493	-1101	82	300	271	333134	1020757	24	4319	29	70	122	100	100	100	0	0.078811042	33	20	8.19523716	16	13.60566235	55	38	47	59	119	54	0.131095603	-0.334992319	0.030223213	54	68	132	62	0.113120981	6	6	10	7	-1.738863587	0.152124166	124	1	275	15.05554008	30	18	2	25	3.325841904	-0.509132266	0.333161145	-1.222556591	-2.017163515	-0.05294105	-0.427806854	-0.748988748
9.6.1 GHCMA	2273652.946	2423554.559	1	4	9362	476	494	54	672	1251	-579	74	255	221	340525	1042897	25	4328	34	112	209	90	95	98	5.894711018	4.293881893	69	68	6.3923316	65	11.12062931	45	31	35	58	104	45	0.283905685	-0.265033513	0.072405227	37	59	116	48	0.232946247	5	6	13	6	0	0	289	0	72	13.20182037	0	2	1	106	1.887156367	-2.981858492	2.649013042	1.043160915	0.001127327	1.286467791	0.998084664	0.30179292
17.1.1 WCMA	2269685.338	2529811.838	1	4	10029	482	387	1	437	1466	-1030	82	295	266	334080	1029622	27	4350	29	76	140	19	25	31	22.05512619	25.72896767	58	59	10.2108717	59	11.87343693	43	30	32	55	95	42	0.273029357	-0.261262476	0.04808972	33	56	96	43	0.255846471	2	2	5	3	0	0	139	0	333	12.66310978	0	17	1	190	0.011798732	-2.905375242	3.759315729	-0.282561928	-1.932332516	0.423188329	-0.891313493	-1.45804441
8.7.1 GHCMA	2275959.297	2428384.782	1	4	9261	442	493	61	640	1270	-630	75	259	225	338952	1038263	25	4314	34	108	198	100	100	100	0	0	60	57	12.78410435	48	13.71308708	48	34	41	60	117	55	0.228734165	-0.293715179	0.125629991	43	63	129	58	0.187745929	2	4	10	3	0	0	257	0	72	12.20670986	0	29	1	90	2.717477322	-1.568197608	3.082387686	1.6074512	-0.193802401	1.066052318	0.998153865	0.398523122
17.1.2 WCMA	2271714.215	2531149.098	1	4	9618	462	397	9	432	1465	-1033	82	295	266	333840	1021135	26	4336	29	75	139	15	23	40	24.36371231	35.65130615	68	66	11.8671217	58	20.67923927	42	29	31	56	97	44	0.296523124	-0.251543939	0.066063844	34	56	101	47	0.25283432	5	4	13	7	1.234260917	-1.234256268	140	1	135	13.06945038	30	34	1	175	0.606742144	-5.301818371	2.817298174	-0.407946646	-1.879182339	0.115302451	-0.665528417	-0.075738356
8.7.2 GHCMA	2277029.535	2428214.8	1	4	9012	369	497	66	630	1271	-641	74	259	225	338214	1039478	25	4297	35	106	196	100	100	100	0	0	47	36	17.38280487	26	16.84623146	47	33	39	62	114	55	0.247508854	-0.280497283	0.11919082	46	69	137	60	0.191721395	4	5	13	5	3.237793922	1.308157444	254	2	68	11.91063976	0	37	1	25	2.781051159	-1.774709702	1.386932373	0.937489748	-0.148488566	0.917425096	1.131617188	0.903873742
17.1.3 WCMA	2273791.125	2531245.198	1	4	8835	454	378	16	437	1460	-1023	82	294	265	332887	1006353	26	4226	29	75	141	20	23	39	17.54422951	34.99711609	85	72	11.80455971	69	11.50283146	43	29	32	53	103	48	0.264118552	-0.303384811	0.042473208	34	55	103	48	0.244184658	4	3	12	6	-1.677885532	-0.481132597	143	1	254	13.2781601	60	45	1	212	0.792558432	-4.774855614	3.865955591	-0.359261155	-1.487767816	-0.246723458	-0.79203254	-0.866388798
