Sitename	VGE	VGN	extant43_01	LandCover	TWIx1000	ThorPot07	ThorInvPot07	RoadDensity5K	AnnualRain	AnnualEvap	NetRainfall	NetRainfallStdev	MaxTempWarmestP	TempRange	Rad_Diffuse	Rad_Direct	PrecipSeasonality	Rad_Duration	MinTempColdestP	PrecipWarmestQ	PrecipColdestQ	NativeTreeProb	TreeProb1Ha_RegionMean	TreeProb10ha_RegionMean	TreeProb1Ha_RegionStdDev	TreeProb10ha_RegionStdDev	NativeGrassProb	GrassProb1Ha_RegionMean	GrassProb1Ha_RegionStdDev	GrassProb10ha_RegionMean	GrassProb10ha_RegionStdDev	B1_98_05	B2_98_05	B3_98_05	B4_98_05	B5_98_05	B7_98_05	Ndvi_89_05	Ndwi_89_05_Mean	Ndwi_89_05_StdError	B3_98_05_10ha_Mean	B4_98_05_10ha_Mean	B5_98_05_10ha_Mean	B6_98_05_10ha_Mean	Nvdi_98_05_10haMean	B3_98_05_10ha_StdDev	B4_98_05_10ha_StdDev	B5_98_05_10ha_StdDev	B6_98_05_10ha_StdDev	RiseX	RiseY	Height_100	Slope	Aspect	SalineLogDist	DistToRoad	FreshWaterLogDist	Flood	DistEdge	CurVegSat_PC1	CurVegSat_PC2	CurVegSat_PC3	CurVegSat_PC4	ClimTopo_PC1	ClimTopo_PC2	ClimTopo_PC3	ClimTopo_PC4
1.7.1 CCMA	2356344.075	2386060.991	0	1	8697	435	450	40	586	1200	-614	64	261	226	333091	1021969	21	4274	36	105	171	100	98	89	6.049005985	27.08864212	28	18	7.070394516	14	8.000023842	53	38	47	66	128	60	0.182274401	-0.307547539	0.085760534	47	70	130	60	0.203994393	7	4	23	11	1.447088599	0.976075232	138	1	56	10.59805012	0	39	1	0	3.232815504	-2.005962133	-1.580339551	-1.229118466	0.075206727	0.569996178	1.134797931	0.739411056
2.4.2 CCMA	2357912.724	2377720.991	1	4	9617	411	457	34	601	1199	-598	65	260	224	333395	1030330	22	4346	36	106	178	96	98	100	3.600264549	1.612066269	55	45	18.18646812	28	19.92046356	47	33	38	59	101	45	0.236531749	-0.264430821	0.077810593	43	67	127	57	0.217094645	4	5	15	7	1.050470471	1.394023061	126	1	37	10.18610954	0	33	1	35	2.485343218	-2.830441475	1.657770038	0.631007671	-0.262347221	0.85529089	1.383989215	0.845512569
1.7.2 CCMA	2361942.835	2385721.267	1	4	9444	424	456	46	577	1197	-620	63	263	227	333455	1026496	20	4333	35	105	166	100	100	100	0.300792605	0.190006539	65	39	22.70126915	20	18.15522957	50	34	40	56	111	55	0.211680308	-0.30028674	0.086034246	47	66	132	62	0.169271797	3	6	12	5	0	0	134	0	45	11.32248974	0	22	1	25	2.958302259	-2.315980911	2.147111416	0.648905039	-0.290388286	0.74793154	1.349923491	0.64845854
3.1.1 CCMA	2360686.845	2422860.128	1	4	9214	498	446	47	667	1136	-469	65	258	230	342148	1034913	19	4283	28	121	192	82	84	94	30.91971207	19.61972809	64	52	12.45983982	35	14.97268963	40	29	32	60	101	41	0.341240138	-0.229133502	0.109860003	40	66	124	55	0.240024805	5	3	13	7	1.234260917	-1.234256268	338	1	135	13.42992973	0	34	1	25	1.683069348	-3.806106091	1.402136207	0.771463335	0.555303693	1.145819902	0.777800083	-0.165816724
3.2.1 CCMA	2366058.988	2415071.097	1	4	8782	561	416	45	617	1151	-534	62	261	231	339773	1051580	18	4319	30	119	175	100	98	99	5.243135929	6.247601986	52	41	21.76377487	27	20.81669235	47	34	41	64	120	51	0.250650525	-0.286744714	0.111346059	46	68	132	59	0.189648554	6	5	17	9	2.291005373	2.635503292	276	2	41	14.11625957	0	30	1	25	3.206768036	-3.563163757	0.910765231	0.577586353	0.56802392	1.353729248	0.250394076	0.494210303
16.2.1 GHCMA	2365816.447	2435315.044	1	4	8734	448	449	31	632	1134	-502	64	260	233	342499	1045493	20	4286	27	117	183	100	100	100	0	0.293432236	73	74	1.935876846	64	15.52978992	47	32	38	56	119	54	0.235318124	-0.316872716	0.109317377	40	58	123	56	0.185826346	4	7	15	6	1.724014759	0.273059279	352	1	81	13.31330967	570.7888794	0	4	111	2.646821499	-2.747553825	2.924334764	1.366977572	0.540805101	1.222403526	0.757413745	0.361726195
16.2.2 GHCMA	2367925.54	2432652.825	1	4	8393	519	456	28	660	1117	-457	64	258	231	344231	1044527	21	4283	26	121	192	100	99	98	2.364418745	8.789874077	76	75	3.139608622	72	6.631318092	40	31	35	56	113	45	0.29469192	-0.289907277	0.110948458	37	59	120	49	0.227131948	3	4	10	5	3.439023018	-0.606387079	387	2	100	13.66211033	330	10	1	247	1.851982832	-2.294180632	3.490930557	1.834205508	0.911072314	1.26961565	0.59116447	0.201037154
16.2.3 GHCMA	2367959.044	2432594.21	1	3	8362	508	460	28	660	1117	-457	64	258	231	342371	1038772	21	4213	26	121	192	96	89	97	20.73230743	8.777777672	79	75	6.296635628	70	10.55922413	41	30	34	54	113	46	0.275563508	-0.308336079	0.108612746	37	59	121	49	0.22771211	4	4	11	6	3.472944975	-0.365016371	383	2	96	13.66689014	364.9657898	2	1	176	2.009962797	-3.51588583	3.336070299	1.455260038	0.98082155	1.061911821	0.62756592	0.312997252
4.13.1 CCMA	2369551.077	2398344.089	1	1	9706	469	454	51	580	1172	-592	61	263	230	336681	1034420	17	4342	33	113	161	100	100	100	0	0	72	53	24.55227661	38	29.00096893	48	34	40	59	120	51	0.217465535	-0.323349893	0.072355822	47	65	133	60	0.16345121	7	7	13	9	0	0	198	0	72	13.75018024	573.1491699	50	1	25	3.655982494	-4.529250145	2.24853754	0.618146181	-0.169787735	1.047440171	1.194896579	0.325891912
4.1.1 CCMA	2370524.191	2398297.872	0	4	9010	450	443	45	579	1172	-593	61	263	230	336269	1025114	17	4343	33	113	160	100	100	100	0	0	48	39	13.12975502	29	12.33670998	51	37	46	63	125	56	0.21106644	-0.287733465	0.075057425	49	66	133	61	0.14494279	3	2	6	3	4.43E-06	-1.745505214	193	1	180	13.71584988	0	46	1	25	3.078899384	-0.346540987	2.392181396	0.46421361	0.057388268	0.737164915	1.177932978	-0.292957544
3.3.1 CCMA	2370087.985	2422762.031	1	4	6832	435	403	60	701	1093	-392	65	253	227	334045	1083656	20	4014	26	127	208	100	99	81	2.397419214	31.78853989	56	55	7.843104362	51	14.52462292	39	30	35	70	125	50	0.349674046	-0.268495172	0.093024656	31	69	109	43	0.381673425	4	2	17	7	11.51241684	8.061094284	413	8	55	14.31004047	210	47	1	176	1.661904812	-3.19413352	1.316168904	1.509861827	2.108039379	0.950771451	-0.320108503	1.789605975
3.3.2 CCMA	2370382.321	2422852.582	1	4	7502	511	438	60	679	1104	-425	64	255	228	338912	1042226	21	4134	27	123	201	98	67	67	44.54537582	41.10009384	71	55	14.98109913	48	18.3245945	36	27	28	66	110	42	0.421030015	-0.224488825	0.11620459	28	66	99	39	0.406567067	4	4	19	8	6.940553188	0.852200985	387	4	83	14.32030964	42.42641068	44	1	111	0.825269163	-6.00496006	0.906039417	1.408651233	1.515518785	0.789882541	0.313548237	0.774411321
3.4.1 CCMA	2370521.626	2420774.232	1	4	6961	512	306	59	717	1088	-371	64	252	226	341335	1021476	21	4192	25	128	212	100	83	44	33.2284317	42.05480957	83	80	6.874729633	64	27.54714966	39	30	34	65	120	47	0.340702832	-0.264883578	0.1243525	28	60	93	38	0.364406168	4	3	19	9	-11.91371346	-2.970465183	406	7	256	14.35004044	339.4112854	43	1	127	1.555484891	-6.463803291	2.308418751	1.658420444	2.108489275	0.390171349	-0.357125968	-1.81823194
3.3.3 CCMA	2370491.83	2422111.781	0	1	7300	517	417	60	685	1101	-416	64	254	228	339407	1037020	21	4107	26	124	202	100	95	48	15.69910526	45.81921768	41	41	6.862944126	44	16.73074341	37	29	31	72	115	45	0.433641851	-0.194968224	0.153217942	26	66	92	36	0.434151411	4	4	17	7	6.96606636	0.609460592	391	4	85	14.34603024	635.6885986	45	1	0	0.487748116	-3.747807503	-0.034993451	1.648709536	1.646074653	0.658639014	0.271787196	0.778910518
3.5.1 CCMA	2371433.318	2421030.103	0	1	7622	472	443	58	672	1106	-434	64	255	229	341363	1059039	21	4224	27	123	199	100	100	99	0.478091449	3.17043066	33	40	10.85642242	52	12.01997852	44	33	39	69	123	51	0.338779777	-0.239924252	0.131460041	37	67	125	52	0.291016072	3	3	11	5	4.538640976	2.620390415	380	3	60	14.40991974	0	34	1	0	2.040784836	-1.218341351	1.541626334	1.674202204	1.274181008	1.249778748	0.45272243	0.830869913
4.2.1 CCMA	2374925.995	2409508.497	1	4	8039	495	446	57	571	1163	-592	60	264	232	337071	1029282	15	4303	31	118	156	99	98	100	2.087377071	1.086406708	67	70	2.97209239	42	20.84063339	44	32	36	59	106	45	0.252938032	-0.277861297	0.070522964	43	65	128	56	0.205454454	4	4	13	7	3.483568192	-0.243590266	225	2	94	14.56694984	0	18	1	75	2.430377245	-2.457011461	2.526516676	0.992645621	0.474699944	0.725405037	0.778522491	0.443186224
3.6.1 CCMA	2375707.097	2420318.181	1	4	7409	453	432	65	637	1120	-483	62	259	230	337446	979366	19	4170	27	123	183	13	16	15	19.55918884	29.62876892	46	35	11.36808395	22	16.4893322	35	26	27	65	88	34	0.407951891	-0.164983585	0.10747619	24	64	73	29	0.462592304	4	6	17	8	3.835263968	-7.863414288	340	5	154	14.4483099	108.1664963	23	1	125	-1.532543182	-3.964390516	0.081608109	-0.048425496	1.316973448	-0.38810581	0.941155791	-0.038546395
3.7.1 CCMA	2375767.503	2419438.233	1	4	7353	436	481	76	659	1108	-449	63	256	229	339385	978682	18	4113	27	124	191	69	51	43	39.71901321	43.97835159	74	71	8.18302536	52	29.21166039	39	29	30	60	109	44	0.330681205	-0.287881404	0.098385945	28	59	90	36	0.365150124	5	3	23	10	-6.614393234	-8.168147087	361	6	219	14.50358009	169.7055969	21	1	90	0.945322871	-7.004333496	1.667283773	0.455384493	1.516328335	-0.406675935	1.229265451	-0.963052034
3.6.3 CCMA	2375827.466	2420052.138	1	4	7251	435	440	68	654	1112	-458	62	258	230	340499	1082499	18	4222	28	124	189	65	26	14	21.99902534	25.8316555	71	60	11.82370472	36	18.84615517	38	28	30	60	104	42	0.321108401	-0.278478503	0.104928665	26	65	84	34	0.427677393	4	3	15	7	0.457879543	8.736868858	344	5	3	14.46415997	30	31	1	79	-0.062386777	-4.48877573	2.015021801	0.598904431	1.3138901	1.55659616	0.267075837	1.277483106
3.6.2 CCMA	2376135.088	2420371.389	1	4	7994	419	453	66	632	1123	-491	62	259	231	340177	1043452	18	4209	28	123	182	79	69	43	31.29399681	40.24250793	42	49	11.59577084	48	19.15755272	36	27	30	68	97	40	0.384842813	-0.190444693	0.099570379	29	64	93	38	0.379882485	4	5	16	7	1.952741742	2.89506197	328	2	34	14.44476032	84.85281372	24	1	25	0.25742057	-4.767689705	0.604489923	0.804438889	0.863794744	1.028520942	0.809722722	0.92866075
3.8.1 CCMA	2376912.858	2415138.37	1	4	8711	372	498	60	614	1133	-519	60	260	231	340277	1027972	16	4305	29	125	171	99	90	95	21.65717697	16.62617683	61	64	4.781412601	60	10.59129524	43	31	36	52	99	48	0.196681112	-0.32224372	0.076898389	39	61	122	53	0.211949572	3	3	10	5	-2.635494471	-2.291015625	288	2	229	14.74876976	0	32	1	75	2.010058641	-2.684289694	2.931485653	0.661094129	0.368821383	0.806792974	1.655595899	-0.54319036
5.1.1 CCMA	2379990.92	2385455.692	0	1	9456	410	457	48	552	1188	-636	61	264	229	333680	1018826	18	4338	35	106	153	98	86	91	18.51614571	19.08428764	47	45	22.66694641	43	18.77332878	49	34	41	59	104	50	0.210492522	-0.281387269	0.039570488	42	61	112	53	0.183429018	4	4	14	6	-1.375473261	-1.074644923	132	1	232	12.20639992	0	23	1	0	2.551955223	-3.847930193	2.035027504	-0.09897697	-0.29958272	0.574876904	1.554380894	-0.481283784
3.9.1 CCMA	2379388.366	2416431.332	1	4	8738	495	486	56	624	1127	-503	60	260	231	340997	1031325	16	4287	29	125	173	93	92	89	10.45739651	22.2542057	64	54	17.70001411	42	18.42779732	42	31	36	57	105	49	0.247532025	-0.282027572	0.084849656	35	59	105	47	0.257245928	3	3	12	6	-0.539386392	-1.660075545	302	1	198	14.68846989	42.42641068	3	1	25	1.801787138	-3.654005051	2.675448656	0.898198724	0.520645022	1.0101161	1.19605124	-0.498583823
4.3.1 CCMA	2380468.865	2408579.726	1	4	8370	421	485	65	586	1149	-563	59	263	232	338682	1034232	15	4338	31	121	158	94	96	97	7.907802105	8.031373024	73	69	10.29701805	56	25.85750771	43	30	35	56	109	47	0.255733013	-0.315906346	0.085114807	39	59	118	52	0.203750983	7	7	12	6	1.412145138	-1.025979757	242	1	126	14.56009007	0	26	1	70	2.473101854	-4.303722382	2.739442587	1.019641161	0.224820897	0.874024332	1.4766289	0.325596333
4.5.1 CCMA	2380938.662	2406734.621	1	4	7568	380	435	61	589	1146	-557	59	262	231	336564	1010462	15	4250	31	121	159	100	91	81	21.54408455	35.82108688	76	72	4.364357948	55	22.58348846	47	33	38	56	119	53	0.19758378	-0.360269636	0.059020918	40	61	116	52	0.223681271	10	6	20	11	-6.611697674	-2.276614904	237	4	251	14.45724964	349.8570862	21	1	79	3.131435156	-6.002423763	1.152596116	-0.389735281	0.785019338	0.186831847	1.152215242	-0.90148288
4.3.2 CCMA	2381431.376	2408369.556	1	4	7901	489	455	64	580	1148	-568	59	263	232	336389	987366	15	4264	31	121	158	97	85	77	19.94110298	26.08040428	74	73	1.760681629	73	3.949339628	42	30	35	63	118	48	0.303931236	-0.301884025	0.084457219	34	57	110	46	0.255801797	4	4	6	4	1.093911886	-6.906581879	242	4	171	14.56235981	474.3416138	42	1	206	1.551903725	-2.727381706	3.041003704	1.23302269	0.729831457	-0.132941619	1.11768961	-0.330316603
4.3.3 CCMA	2381521.722	2408832.672	1	4	8123	458	470	64	593	1141	-548	59	262	231	339024	1018639	15	4336	31	122	161	99	99	97	0.853563964	10.73823547	75	75	0.62488097	67	17.85295296	42	31	35	62	117	48	0.289197356	-0.309621364	0.072259583	36	61	117	48	0.265991449	4	3	6	3	0.486010492	-3.458088875	260	2	172	14.59094048	611.8823242	45	1	100	2.048713923	-2.177032948	3.75436306	1.762070656	0.515801728	0.627657533	1.282071829	-0.237523735
4.4.1 CCMA	2382147.422	2408025.825	1	4	8443	517	466	54	605	1136	-531	59	261	231	339895	1055127	15	4347	29	124	165	100	96	97	9.030899048	13.32082653	64	52	14.3860054	34	20.48901939	45	33	39	65	120	52	0.262171656	-0.294694573	0.067057095	44	66	129	59	0.192419425	5	4	15	9	-2.595126867	2.336643219	268	2	312	14.55698013	0	38	1	25	3.009904623	-3.5493083	1.541401982	0.458253056	0.56036979	1.415491819	0.898072839	-1.177068353
4.6.1 CCMA	2383865.761	2405621.559	1	4	7349	409	365	45	587	1147	-560	59	262	231	335358	1046512	14	4233	30	119	157	98	98	99	4.887788296	5.526657581	69	65	7.172699451	56	13.0777359	43	33	38	60	109	49	0.215482786	-0.29789719	0.054235794	42	64	124	54	0.204274833	4	3	11	6	-7.166667938	5.018107891	232	5	305	14.45294952	0	24	1	25	2.524533033	-2.394995451	2.946920633	0.848237276	1.061396003	0.751316845	0.290272176	-1.109841824
4.7.1 CCMA	2384502.634	2397510.807	1	4	9196	405	456	47	561	1174	-613	59	265	231	334958	1036723	16	4332	34	111	148	100	100	100	0	0	71	54	17.00084114	37	19.36882782	46	34	40	60	121	52	0.240561202	-0.315720677	0.088961527	46	66	140	64	0.175825	5	4	14	7	-0.121768422	1.741252661	166	1	356	13.93525982	602.9926147	38	1	50	3.307165861	-2.970457315	2.4055264	0.861801863	-0.112115942	0.931956232	1.348209739	-1.061794281
5.2.1 CCMA	2385134.225	2385152.045	1	4	8843	520	441	28	565	1180	-615	60	263	227	334098	1027717	18	4340	35	107	155	100	100	100	0.218217894	0.174010068	70	62	6.363212585	50	11.53630161	49	34	41	57	123	59	0.238581181	-0.291234791	0.153926104	44	60	126	61	0.158253416	3	4	14	6	0	0	143	0	301	12.30634975	0	41	1	25	2.908091784	-1.939698696	2.754533529	1.438103199	0.077070333	0.848513246	1.04311204	-1.045316935
4.8.1 CCMA	2386812.355	2400506.033	1	4	8119	420	450	55	568	1165	-597	59	264	231	335267	1000104	16	4301	33	113	150	98	65	60	39.97558594	45.55820465	54	52	15.1884985	36	19.91893578	41	30	33	67	106	44	0.371646106	-0.207697943	0.151140958	32	64	99	42	0.345809042	9	8	30	13	0.819849789	-5.17624855	191	3	171	14.24711037	603.7382813	15	1	25	1.503076434	-7.406378746	-1.518358707	0.263264924	0.384201318	0.047989659	1.333430409	-0.144203544
4.9.1 CCMA	2387263.816	2398366.001	1	4	9308	421	444	53	565	1171	-606	59	264	231	335448	1030666	16	4345	34	112	149	100	100	100	0	0.192038745	70	71	1.030487657	70	2.551929712	44	33	40	63	126	51	0.257594287	-0.309314966	0.091186553	41	62	127	51	0.205968007	1	1	2	1	0	0	171	0	288	14.14138985	241.8677063	27	1	212	2.21794796	-0.020463398	4.349052429	1.971204758	-0.14294742	0.885148644	1.344402194	-0.809256911
5.2.2 CCMA	2388057.046	2385315.948	1	1	9713	493	460	26	567	1179	-612	60	262	227	333689	1020860	18	4312	36	108	155	100	100	100	0	0.355742604	53	39	15.90881729	29	17.13714981	46	33	37	58	103	48	0.251684517	-0.242804304	0.172993183	40	67	119	52	0.250340939	3	6	11	4	0	0	143	0	135	12.57269955	0	34	1	25	2.00053525	-1.796463728	1.704903483	1.817196488	-0.180971429	0.790550292	1.297040939	-0.033462752
4.11.1 CCMA	2388348.287	2409638.621	1	4	8304	378	477	23	673	1098	-425	60	256	228	341712	1022546	17	4265	28	131	185	100	100	83	0.730296731	33.01817703	62	62	3.930346012	56	13.84008884	40	30	34	67	115	45	0.359049082	-0.238961816	0.132112741	31	66	104	41	0.355457187	3	2	12	4	-4.239864826	-3.080462217	341	3	234	14.7728796	577.0615234	25	1	25	1.282288671	-2.540306568	2.168462753	2.222393274	0.9264341	0.714298964	1.502673268	-0.753986239
5.3.1 CCMA	2389465.248	2388938.289	0	4	9259	437	453	9	569	1176	-607	60	263	227	334636	1025845	18	4347	35	110	152	100	100	100	0	0.848546445	24	34	15.15554237	41	20.32180023	48	35	42	68	117	54	0.262582153	-0.238330081	0.11709097	39	67	120	52	0.26366812	3	3	4	1	-1.606743693	-0.682028711	153	1	247	13.28569031	3348.461914	44	1	25	2.262606859	-0.596888542	2.125181675	1.501703382	-0.081384614	0.766094387	1.408725142	-0.675470531
5.3.2 CCMA	2389569.575	2387198.692	0	1	9292	450	453	12	569	1177	-608	60	262	227	334539	1023082	18	4356	35	109	154	99	100	100	0.40237391	0.430134326	57	43	26.27908897	40	27.37219238	44	33	38	66	112	49	0.300424993	-0.218617573	0.143251151	38	71	115	49	0.29673183	2	6	4	2	4.43E-06	-1.745505214	149	1	180	13.04337025	1679.196045	31	1	0	2.214312077	-2.544662714	2.823346376	2.689192057	-0.095341511	0.683903694	1.398562312	-0.230989501
4.10.1 CCMA	2389365.801	2402970.24	1	4	7790	509	419	38	611	1135	-524	59	261	230	336933	1068583	17	4272	31	121	163	98	70	57	41.77479172	43.43844604	59	55	6.169433117	55	14.05526161	40	30	36	70	124	50	0.282398105	-0.312728912	0.066801302	33	65	106	44	0.332282513	5	6	22	9	2.044458866	6.687129974	255	4	17	14.48665047	300	41	1	103	1.727904916	-5.395768166	0.182633027	0.137984574	0.963559628	1.348848939	0.330689818	1.085702538
5.4.3 CCMA	2390482.977	2382098.574	0	1	8705	436	460	27	566	1182	-616	60	261	225	332202	1020360	17	4256	37	107	156	100	100	98	1.091089487	8.609610558	6	8	2.861900806	17	13.56241035	41	32	37	74	97	40	0.345247567	-0.155781582	0.202362359	35	72	97	39	0.342544377	2	5	3	2	1.526652455	0.84623909	132	1	61	12.38181019	674.1660767	30	1	0	0.405139029	1.116809964	-0.471427023	2.071131706	0.131684288	0.536627829	1.311759353	0.731320262
5.4.2 CCMA	2390617.388	2382535.586	1	4	9709	450	459	28	566	1183	-617	60	262	225	333646	1023054	18	4345	37	107	156	78	82	93	22.73648262	14.92683029	49	44	13.21597195	27	17.30350494	40	30	34	64	99	41	0.319383353	-0.210961878	0.131185681	35	69	99	39	0.332045197	3	5	6	2	1.606747031	-0.682020783	133	1	113	12.47523022	1120.088989	27	1	25	0.798348248	-2.224886894	1.489049792	1.618038654	-0.224805504	0.741244733	1.461701512	0.285673022
5.4.1 CCMA	2390955.216	2384838.428	0	1	9634	448	418	25	563	1183	-620	60	262	226	333738	1026133	18	4340	36	107	153	97	87	97	22.51359367	11.22782516	38	36	19.49871826	32	16.04079056	42	31	34	66	99	43	0.298898339	-0.19742465	0.177011013	39	70	113	50	0.286440521	2	7	10	4	0	0	135	0	63	12.84784031	913.8928223	46	2	0	1.466377378	-2.593132496	0.840609968	1.959906936	-0.203703508	0.804419518	1.218277097	0.420595288
6.1.1 CCMA	2392418.669	2359237.417	1	4	8710	409	503	17	659	1171	-512	65	253	214	333650	1015961	25	4340	39	110	203	100	100	100	0	0.366704315	61	61	3.132776022	61	3.671560526	42	30	33	65	102	41	0.360971451	-0.206874266	0.155898795	33	65	102	43	0.334848434	1	1	2	2	-1.121985197	-1.337137938	136	1	220	12.07046032	2220.202881	49	1	176	0.859940231	-0.128082663	3.359424591	2.913865328	0.259458363	0.643747866	1.932700038	-0.334198803
4.12.1 CCMA	2392103.814	2398219.245	0	1	9286	474	438	35	582	1164	-582	59	263	230	336054	1030096	17	4334	34	114	153	93	99	99	1.956673503	4.534880161	49	28	12.89702797	21	12.2777729	41	30	34	59	96	43	0.306457579	-0.212485939	0.145328596	42	70	121	52	0.251555502	6	7	16	6	-1.745505214	-6.64E-06	185	1	270	14.10583019	0	29	1	0	1.569473028	-2.064173698	0.084848464	0.954066813	0.083554931	0.914191663	1.130548596	-0.929595411
6.2.1 CCMA	2394743.543	2365740.447	0	4	9136	377	479	5	609	1179	-570	63	255	216	333209	1022191	22	4339	39	106	182	100	97	94	13.49567795	17.02722931	48	48	4.749435902	39	18.1395359	44	32	36	74	115	46	0.373351485	-0.1979945	0.154096454	36	73	107	44	0.338353425	3	5	10	4	0	0	128	0	243	12.55889988	4094.532959	15	1	25	1.560199261	-1.951328397	0.828341067	2.27999258	-0.02163085	0.758019805	1.921370625	-0.344503522
5.5.1 CCMA	2399367.314	2378962.523	0	4	9451	430	462	25	566	1188	-622	60	258	219	332554	1019312	19	4317	39	107	156	98	93	89	9.385652542	17.50089264	54	52	8.66217804	44	17.34819031	41	30	34	68	99	39	0.379989624	-0.150834888	0.147695243	34	67	97	40	0.32981199	2	4	7	3	1.745505214	2.21E-06	116	1	90	10.68299007	42.42641068	41	1	25	0.853076816	-2.054552078	1.957574487	2.441939354	-0.115680531	0.653312385	1.680008769	0.558368444
7.1.1 CCMA	2398437.733	2416515.379	0	1	7891	394	455	23	703	1074	-372	60	252	225	342552	1030357	17	4207	27	136	195	99	84	47	29.97927856	42.46829605	34	31	9.89011097	30	13.1582222	31	26	23	79	92	31	0.483306289	-0.146720916	0.067577884	22	69	80	29	0.526412547	3	8	14	5	-1.429830909	-1.001185298	389	1	235	15.0526104	1394.597046	36	2	0	-0.950177789	-3.485962391	-1.019723773	1.283746362	1.285894632	0.950763106	1.299129486	-0.597811401
7.3.1 CCMA	2399425.451	2420576.246	1	3	7435	418	402	28	713	1072	-359	60	252	225	343291	1063238	18	4232	27	136	200	0	0	7	0.679635763	25.13718224	25	17	8.645670891	15	11.28783131	28	22	20	58	71	26	0.501472652	-0.063950799	0.103023916	18	56	61	23	0.514191329	4	8	15	5	-7.72480154	4.107308388	398	5	298	14.94960022	366.1966858	22	1	25	-3.560272455	-2.265731335	-0.281067103	-0.352727205	1.761114836	1.394267082	0.527919948	-1.23914659
7.2.1 CCMA	2399550.437	2421259.87	0	1	7844	435	405	27	684	1086	-402	60	255	227	341567	1043307	18	4233	26	133	190	91	95	86	10.22881126	28.6353569	45	33	11.2671032	21	11.93434048	35	28	30	69	101	39	0.432416677	-0.175104678	0.178624451	26	79	93	33	0.494496763	4	9	12	5	1.677886724	0.481128305	367	1	74	14.93198013	42.42641068	8	2	0	0.067351744	-2.54695344	-0.877189636	2.433529854	1.249388576	1.090759397	0.698197901	0.434928507
5.2.3 CCMA	2401387.348	2386308.019	0	1	9533	427	458	24	577	1175	-598	59	259	222	334025	1025561	17	4329	37	111	156	49	70	87	35.25566483	27.32015038	56	36	18.90364075	21	18.71195793	41	29	33	61	93	39	0.312404871	-0.207723752	0.172507942	37	71	102	43	0.307243437	4	8	7	3	1.735942841	0.182457179	149	1	84	12.32277012	0	51	1	0	0.761669695	-3.703274727	0.701179862	1.363568068	-0.055700585	0.813607693	1.528113008	0.5201298
8.1.1 CCMA	2401688.336	2408386.987	0	1	8562	480	464	31	688	1083	-395	59	254	226	344060	1049509	18	4326	28	134	185	100	89	95	21.73783112	16.28001976	20	21	16.03300095	13	12.1853857	33	27	27	78	93	34	0.438394666	-0.14656724	0.112791397	30	87	98	36	0.483003944	3	11	7	2	1.70076859	-0.392650723	364	1	103	14.70331001	0	9	1	0	-0.120712176	-1.508886576	-1.525959611	2.18615675	0.967903197	1.4822402	1.097880602	0.150670812
7.5.1 CCMA	2402007.029	2414291.264	1	3	7980	433	461	16	680	1088	-408	59	255	227	342823	1019778	17	4286	28	133	182	1	33	73	41.61427307	40.15855789	24	23	7.159409523	15	7.301370621	31	23	23	63	73	28	0.471267372	-0.07239341	0.09064579	27	77	90	35	0.469160736	3	11	12	5	-3.298112869	-4.072855949	353	3	219	14.99170017	0	22	1	25	-1.997951508	-2.982741356	-1.834560633	0.087072358	1.147525191	0.735258162	1.311685085	-0.791729748
7.4.1 CCMA	2402726.103	2417680.376	0	4	7001	403	392	12	690	1082	-392	59	254	226	335366	1005708	18	4047	27	135	186	96	80	50	24.08299065	39.72775269	35	41	9.200413704	31	15.84898853	32	26	25	73	94	33	0.470046312	-0.147474796	0.126355827	22	70	80	28	0.515174448	3	7	14	5	-17.62194061	-0.615435302	354	10	268	15.13683033	553.1727295	3	1	0	-0.804194272	-3.509003639	-0.485389382	1.843894482	2.104508877	-0.209670901	0.548937559	-1.591427326
8.3.1 CCMA	2403628.344	2400596.983	1	4	8858	504	463	12	643	1131	-488	58	259	227	338327	1019592	17	4279	32	127	170	46	27	58	13.64516354	28.56443977	63	63	2.336052895	52	15.13296127	36	27	28	63	96	39	0.361595511	-0.228888005	0.101597697	31	65	97	40	0.35566631	3	3	4	3	0.242931202	-1.728517532	247	1	172	14.23855019	313.209198	31	1	111	-0.193424851	-2.50069046	2.788878202	1.192988515	0.563235879	0.810885012	1.234188199	-0.336933225
8.2.1 CCMA	2403718.957	2401732.396	1	4	9061	495	451	12	648	1128	-480	59	259	227	339630	1040978	17	4352	32	127	170	86	81	91	17.31940842	16.53263283	55	53	5.738757133	44	14.76647377	37	28	29	66	94	37	0.37193051	-0.188216448	0.112678081	31	68	100	40	0.371461183	3	3	6	3	0	0	261	0	108	14.3212204	0	34	1	50	0.410648048	-2.053910971	1.964165926	1.925789356	0.418804675	1.28835094	1.127436042	0.026725456
8.1.2 CCMA	2404132.793	2400287.355	1	4	9008	445	440	12	641	1134	-493	58	259	226	338735	1032170	17	4338	32	126	169	93	70	84	35.59721756	25.01109314	40	41	12.73932838	40	18.88034058	37	29	31	68	100	41	0.370395899	-0.203342676	0.058334641	36	67	107	45	0.305491418	4	3	7	4	1.050474048	-1.394020319	245	1	143	14.22671032	0	25	1	25	0.9374277	-3.153715134	1.269391894	0.671109438	0.426587939	0.988282204	1.298290014	-0.030937327
